Model,Dataset,Temperature,Question_UUID,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
Abel-7B-002,aime,0.1,0,aime,0.10802841186523438,0.446044921875,0.03790283203125
Abel-7B-002,aime,0.1,1,aime,0.185150146484375,0.43017578125,0.06658935546875
Abel-7B-002,aime,0.1,2,aime,0.34140777587890625,0.56298828125,0.09271240234375
Abel-7B-002,aime,0.1,3,aime,0.5040683746337891,0.35498046875,0.30078125
Abel-7B-002,aime,0.1,4,aime,0.5894546508789062,0.413818359375,0.090087890625
Abel-7B-002,aime,0.1,5,aime,0.1495361328125,0.51806640625,0.158203125
Abel-7B-002,aime,0.1,6,aime,0.50860595703125,0.184814453125,0.294189453125
Abel-7B-002,aime,0.1,7,aime,0.13562774658203125,0.583984375,0.16455078125
Abel-7B-002,aime,0.1,8,aime,0.41156005859375,0.6474609375,0.070556640625
Abel-7B-002,aime,0.1,9,aime,0.40813446044921875,0.4111328125,0.437744140625
Abel-7B-002,aime,0.1,10,aime,0.1953125,0.140380859375,0.11279296875
Abel-7B-002,aime,0.1,11,aime,0.3262062072753906,0.55322265625,0.2783203125
Abel-7B-002,aime,0.1,12,aime,0.13564300537109375,0.437744140625,0.182373046875
Abel-7B-002,aime,0.1,13,aime,0.182373046875,0.3583984375,0.09136962890625
Abel-7B-002,aime,0.1,14,aime,0.486602783203125,0.4755859375,0.20947265625
Abel-7B-002,aime,0.1,15,aime,0.129638671875,0.10198974609375,0.27197265625
Abel-7B-002,aime,0.1,16,aime,0.47440338134765625,0.5810546875,0.43408203125
Abel-7B-002,aime,0.1,17,aime,0.21868896484375,0.59716796875,0.27197265625
Abel-7B-002,aime,0.1,18,aime,0.1087188720703125,0.6474609375,0.22265625
Abel-7B-002,aime,0.1,19,aime,0.3187713623046875,0.435546875,0.10821533203125
Abel-7B-002,aime,0.1,20,aime,0.5099411010742188,0.473876953125,0.070556640625
Abel-7B-002,aime,0.1,21,aime,0.282562255859375,0.67626953125,0.1329345703125
Abel-7B-002,aime,0.1,22,aime,0.2537078857421875,0.38330078125,0.1461181640625
Abel-7B-002,aime,0.1,23,aime,0.3271942138671875,0.337158203125,0.2147216796875
Abel-7B-002,aime,0.1,24,aime,0.5460662841796875,0.442138671875,0.07476806640625
Abel-7B-002,aime,0.1,25,aime,0.16342926025390625,0.496826171875,0.058349609375
Abel-7B-002,aime,0.1,26,aime,0.468902587890625,0.374755859375,0.127685546875
Abel-7B-002,aime,0.1,27,aime,0.42797088623046875,0.476806640625,0.30078125
Abel-7B-002,aime,0.1,28,aime,0.260650634765625,0.54931640625,0.46875
Abel-7B-002,aime,0.1,29,aime,0.435394287109375,0.57177734375,0.0726318359375
Abel-7B-002,aime,0.1,30,aime,0.47442626953125,0.43701171875,0.1143798828125
Abel-7B-002,aime,0.1,31,aime,0.7059326171875,0.52294921875,0.08270263671875
